# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	decimals	mode
008858	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	12	awayfromzero
008859	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	13	awayfromzero
008860	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	14	awayfromzero
008861	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	15	awayfromzero
008862	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	16	awayfromzero
008863	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	17	awayfromzero
008864	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	18	awayfromzero
008865	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	19	awayfromzero
008866	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	20	awayfromzero
008867	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	21	awayfromzero
008868	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	22	awayfromzero
008869	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	23	awayfromzero
008870	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	24	awayfromzero
008871	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	25	awayfromzero
008872	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	26	awayfromzero
008873	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	27	awayfromzero
008874	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	28	awayfromzero
008875	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80060000	0	toeven
008876	ok	00000000,00000000,00000000,80010000	00000005,00000000,00000000,80060000	1	toeven
008877	ok	00000000,00000000,00000000,80020000	00000005,00000000,00000000,80060000	2	toeven
008878	ok	00000000,00000000,00000000,80030000	00000005,00000000,00000000,80060000	3	toeven
008879	ok	00000000,00000000,00000000,80040000	00000005,00000000,00000000,80060000	4	toeven
008880	ok	00000000,00000000,00000000,80050000	00000005,00000000,00000000,80060000	5	toeven
008881	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	6	toeven
008882	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	7	toeven
008883	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	8	toeven
008884	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	9	toeven
008885	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	10	toeven
008886	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	11	toeven
008887	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	12	toeven
008888	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	13	toeven
008889	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	14	toeven
008890	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	15	toeven
008891	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	16	toeven
008892	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	17	toeven
008893	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	18	toeven
008894	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	19	toeven
008895	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	20	toeven
008896	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	21	toeven
008897	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	22	toeven
008898	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	23	toeven
008899	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	24	toeven
008900	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	25	toeven
008901	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	26	toeven
008902	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	27	toeven
008903	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	28	toeven
008904	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80060000	0	awayfromzero
008905	ok	00000000,00000000,00000000,80010000	00000005,00000000,00000000,80060000	1	awayfromzero
008906	ok	00000000,00000000,00000000,80020000	00000005,00000000,00000000,80060000	2	awayfromzero
008907	ok	00000000,00000000,00000000,80030000	00000005,00000000,00000000,80060000	3	awayfromzero
008908	ok	00000000,00000000,00000000,80040000	00000005,00000000,00000000,80060000	4	awayfromzero
008909	ok	00000001,00000000,00000000,80050000	00000005,00000000,00000000,80060000	5	awayfromzero
008910	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	6	awayfromzero
008911	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	7	awayfromzero
008912	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	8	awayfromzero
008913	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	9	awayfromzero
008914	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	10	awayfromzero
008915	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	11	awayfromzero
008916	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	12	awayfromzero
008917	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	13	awayfromzero
008918	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	14	awayfromzero
008919	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	15	awayfromzero
008920	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	16	awayfromzero
008921	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	17	awayfromzero
008922	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	18	awayfromzero
008923	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	19	awayfromzero
008924	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	20	awayfromzero
008925	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	21	awayfromzero
008926	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	22	awayfromzero
008927	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	23	awayfromzero
008928	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	24	awayfromzero
008929	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	25	awayfromzero
008930	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	26	awayfromzero
008931	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	27	awayfromzero
008932	ok	00000005,00000000,00000000,80060000	00000005,00000000,00000000,80060000	28	awayfromzero
008933	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00060000	0	toeven
008934	ok	00000000,00000000,00000000,00010000	0000000f,00000000,00000000,00060000	1	toeven
008935	ok	00000000,00000000,00000000,00020000	0000000f,00000000,00000000,00060000	2	toeven
008936	ok	00000000,00000000,00000000,00030000	0000000f,00000000,00000000,00060000	3	toeven
008937	ok	00000000,00000000,00000000,00040000	0000000f,00000000,00000000,00060000	4	toeven
008938	ok	00000002,00000000,00000000,00050000	0000000f,00000000,00000000,00060000	5	toeven
008939	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	6	toeven
008940	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	7	toeven
008941	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	8	toeven
008942	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	9	toeven
008943	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	10	toeven
008944	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	11	toeven
008945	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	12	toeven
008946	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	13	toeven
008947	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	14	toeven
008948	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	15	toeven
008949	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	16	toeven
008950	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	17	toeven
008951	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	18	toeven
008952	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	19	toeven
008953	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	20	toeven
008954	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	21	toeven
008955	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	22	toeven
008956	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	23	toeven
008957	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	24	toeven
008958	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	25	toeven
008959	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	26	toeven
008960	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	27	toeven
008961	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	28	toeven
008962	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00060000	0	awayfromzero
008963	ok	00000000,00000000,00000000,00010000	0000000f,00000000,00000000,00060000	1	awayfromzero
008964	ok	00000000,00000000,00000000,00020000	0000000f,00000000,00000000,00060000	2	awayfromzero
008965	ok	00000000,00000000,00000000,00030000	0000000f,00000000,00000000,00060000	3	awayfromzero
008966	ok	00000000,00000000,00000000,00040000	0000000f,00000000,00000000,00060000	4	awayfromzero
008967	ok	00000002,00000000,00000000,00050000	0000000f,00000000,00000000,00060000	5	awayfromzero
008968	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	6	awayfromzero
008969	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	7	awayfromzero
008970	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	8	awayfromzero
008971	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	9	awayfromzero
008972	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	10	awayfromzero
008973	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	11	awayfromzero
008974	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	12	awayfromzero
008975	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	13	awayfromzero
008976	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	14	awayfromzero
008977	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	15	awayfromzero
008978	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	16	awayfromzero
008979	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	17	awayfromzero
008980	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	18	awayfromzero
008981	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	19	awayfromzero
008982	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	20	awayfromzero
008983	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	21	awayfromzero
008984	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	22	awayfromzero
008985	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	23	awayfromzero
008986	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	24	awayfromzero
008987	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	25	awayfromzero
008988	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	26	awayfromzero
008989	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	27	awayfromzero
008990	ok	0000000f,00000000,00000000,00060000	0000000f,00000000,00000000,00060000	28	awayfromzero
008991	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00060000	0	toeven
008992	ok	00000000,00000000,00000000,00010000	00000019,00000000,00000000,00060000	1	toeven
008993	ok	00000000,00000000,00000000,00020000	00000019,00000000,00000000,00060000	2	toeven
008994	ok	00000000,00000000,00000000,00030000	00000019,00000000,00000000,00060000	3	toeven
008995	ok	00000000,00000000,00000000,00040000	00000019,00000000,00000000,00060000	4	toeven
008996	ok	00000002,00000000,00000000,00050000	00000019,00000000,00000000,00060000	5	toeven
008997	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	6	toeven
008998	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	7	toeven
008999	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	8	toeven
009000	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	9	toeven
009001	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	10	toeven
009002	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	11	toeven
009003	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	12	toeven
009004	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	13	toeven
009005	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	14	toeven
009006	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	15	toeven
009007	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	16	toeven
009008	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	17	toeven
009009	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	18	toeven
009010	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	19	toeven
009011	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	20	toeven
009012	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	21	toeven
009013	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	22	toeven
009014	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	23	toeven
009015	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	24	toeven
009016	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	25	toeven
009017	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	26	toeven
009018	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	27	toeven
009019	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	28	toeven
009020	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00060000	0	awayfromzero
009021	ok	00000000,00000000,00000000,00010000	00000019,00000000,00000000,00060000	1	awayfromzero
009022	ok	00000000,00000000,00000000,00020000	00000019,00000000,00000000,00060000	2	awayfromzero
009023	ok	00000000,00000000,00000000,00030000	00000019,00000000,00000000,00060000	3	awayfromzero
009024	ok	00000000,00000000,00000000,00040000	00000019,00000000,00000000,00060000	4	awayfromzero
009025	ok	00000003,00000000,00000000,00050000	00000019,00000000,00000000,00060000	5	awayfromzero
009026	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	6	awayfromzero
009027	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	7	awayfromzero
009028	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	8	awayfromzero
009029	ok	00000019,00000000,00000000,00060000	00000019,00000000,00000000,00060000	9	awayfromzero
